0,0.00659,0.737
1,0.00168,0.936
2,0.00114,0.958
3,0.00094,0.965
4,0.00079,0.970
5,0.00069,0.974
6,0.00058,0.978
7,0.00052,0.981
8,0.00044,0.985
9,0.00038,0.987
10,0.00034,0.989
11,0.00032,0.991
12,0.00029,0.990
13,0.00026,0.991
14,0.00024,0.993
15,0.00020,0.995
16,0.00018,0.995
17,0.00016,0.996
18,0.00015,0.996
19,0.00015,0.997
20,0.00013,0.998
21,0.00011,0.998
22,0.00012,0.997
23,0.00010,0.998
24,0.00010,0.998
25,0.00009,0.998
26,0.00009,0.998
27,0.00009,0.998
28,0.00008,0.998
29,0.00007,0.999
30,0.00007,0.999
31,0.00007,0.999
32,0.00006,0.999
33,0.00006,0.999
34,0.00006,0.999
35,0.00006,1.000
36,0.00005,0.999
37,0.00005,1.000
38,0.00005,0.999
39,0.00005,1.000
40,0.00005,1.000
41,0.00005,1.000
42,0.00004,1.000
43,0.00004,1.000
44,0.00004,1.000
45,0.00004,1.000
46,0.00004,0.999
47,0.00004,1.000
48,0.00004,1.000
49,0.00004,1.000
50,0.00004,1.000
51,0.00004,1.000
52,0.00003,1.000
53,0.00003,1.000
54,0.00004,0.999
55,0.00003,1.000
56,0.00003,1.000
57,0.00003,1.000
58,0.00003,1.000
59,0.00003,1.000
60,0.00003,1.000
61,0.00003,1.000
62,0.00003,1.000
63,0.00003,1.000
64,0.00003,1.000
65,0.00003,1.000
66,0.00003,1.000
67,0.00003,1.000
68,0.00003,1.000
69,0.00003,1.000
70,0.00003,1.000
71,0.00003,1.000
72,0.00003,1.000
73,0.00003,1.000
74,0.00003,1.000
75,0.00003,1.000
76,0.00003,1.000
77,0.00003,1.000
78,0.00002,1.000
79,0.00003,1.000
80,0.00002,1.000
81,0.00002,1.000
82,0.00002,1.000
83,0.00002,1.000
84,0.00002,1.000
85,0.00002,1.000
86,0.00002,1.000
87,0.00002,1.000
88,0.00002,1.000
89,0.00002,1.000
90,0.00002,1.000
91,0.00002,1.000
92,0.00002,1.000
93,0.00002,1.000
94,0.00002,1.000
95,0.00003,0.999
96,0.00002,1.000
97,0.00002,1.000
98,0.00002,1.000
99,0.00002,1.000
