0,0.02538,0.120
1,0.02171,0.311
2,0.01586,0.457
3,0.01265,0.561
4,0.01095,0.616
5,0.00999,0.651
6,0.00924,0.673
7,0.00870,0.694
8,0.00834,0.710
9,0.00794,0.723
10,0.00759,0.733
11,0.00741,0.739
12,0.00712,0.748
13,0.00695,0.754
14,0.00671,0.766
15,0.00649,0.770
16,0.00637,0.773
17,0.00615,0.779
18,0.00594,0.788
19,0.00577,0.794
20,0.00562,0.800
21,0.00552,0.804
22,0.00541,0.801
23,0.00522,0.809
24,0.00513,0.816
25,0.00496,0.821
26,0.00490,0.819
27,0.00473,0.830
28,0.00466,0.830
29,0.00458,0.834
30,0.00443,0.840
31,0.00436,0.840
32,0.00426,0.844
33,0.00424,0.843
34,0.00408,0.852
35,0.00399,0.854
36,0.00393,0.858
37,0.00385,0.859
38,0.00378,0.861
39,0.00367,0.865
40,0.00359,0.869
41,0.00356,0.869
42,0.00346,0.873
43,0.00342,0.873
44,0.00334,0.877
45,0.00327,0.880
46,0.00326,0.880
47,0.00317,0.885
48,0.00310,0.888
49,0.00309,0.887
50,0.00298,0.893
51,0.00297,0.895
52,0.00296,0.893
53,0.00290,0.893
54,0.00284,0.897
55,0.00287,0.897
56,0.00274,0.900
57,0.00268,0.903
58,0.00263,0.904
59,0.00261,0.905
60,0.00255,0.909
61,0.00254,0.907
62,0.00248,0.909
63,0.00245,0.911
64,0.00243,0.912
65,0.00238,0.913
66,0.00231,0.917
67,0.00231,0.916
68,0.00228,0.917
69,0.00225,0.920
70,0.00223,0.920
71,0.00217,0.923
72,0.00213,0.924
73,0.00213,0.924
74,0.00211,0.925
75,0.00209,0.924
76,0.00207,0.925
77,0.00200,0.928
78,0.00202,0.928
79,0.00198,0.928
80,0.00196,0.931
81,0.00194,0.929
82,0.00194,0.930
83,0.00195,0.929
84,0.00187,0.932
85,0.00184,0.932
86,0.00184,0.932
87,0.00181,0.934
88,0.00182,0.936
89,0.00177,0.937
90,0.00180,0.935
91,0.00172,0.938
92,0.00169,0.940
93,0.00168,0.940
94,0.00167,0.939
95,0.00165,0.941
96,0.00161,0.943
97,0.00160,0.943
98,0.00160,0.943
99,0.00157,0.944
