0,123.31863,0.185
1,104.08273,0.302
2,90.86716,0.442
3,81.90526,0.611
4,75.46036,0.669
5,70.46915,0.695
6,66.48915,0.701
7,63.11917,0.710
8,60.24791,0.714
9,57.76574,0.717
10,55.49678,0.724
11,53.45998,0.730
12,51.63269,0.750
13,49.85013,0.778
14,48.23502,0.793
15,46.62028,0.802
16,45.05567,0.811
17,43.44338,0.839
18,41.89113,0.884
19,40.29004,0.918
20,38.77454,0.928
21,37.29048,0.932
22,35.90375,0.938
23,34.47177,0.941
24,33.24084,0.945
25,31.98053,0.947
26,30.78044,0.951
27,29.67137,0.953
28,28.59468,0.954
29,27.59375,0.959
30,26.68171,0.957
31,25.72344,0.961
32,24.83768,0.961
33,24.01248,0.964
34,23.12433,0.965
35,22.36827,0.966
36,21.55739,0.967
37,20.80458,0.968
38,20.10547,0.969
39,19.40504,0.971
40,18.78250,0.972
41,18.13619,0.971
42,17.56133,0.974
43,17.01554,0.972
44,16.40625,0.974
45,15.94420,0.974
46,15.41617,0.975
47,14.99121,0.975
48,14.47841,0.975
49,14.08580,0.977
50,13.67438,0.977
51,13.28068,0.976
52,12.92562,0.978
53,12.55130,0.978
54,12.28092,0.978
55,11.94976,0.979
56,11.64989,0.979
57,11.37540,0.980
58,11.05388,0.980
59,10.81907,0.981
60,10.56229,0.981
61,10.27998,0.981
62,10.12197,0.980
63,9.87223,0.981
64,9.64665,0.982
65,9.44206,0.981
66,9.28124,0.982
67,9.08905,0.982
68,8.90455,0.982
69,8.71156,0.983
70,8.56252,0.983
71,8.40128,0.984
72,8.23368,0.983
73,8.08708,0.984
74,7.94752,0.984
75,7.82074,0.984
76,7.72846,0.983
77,7.56048,0.985
78,7.41660,0.984
79,7.29379,0.984
80,7.21475,0.985
81,7.08578,0.984
82,6.95144,0.985
83,6.88111,0.986
84,6.78891,0.985
85,6.69556,0.985
86,6.59821,0.985
87,6.50592,0.985
88,6.36359,0.986
89,6.30045,0.985
90,6.22706,0.986
91,6.15687,0.986
92,6.08957,0.985
93,6.02765,0.986
94,5.91246,0.987
95,5.83629,0.987
96,5.76185,0.987
97,5.68873,0.987
98,5.64592,0.986
99,5.56979,0.987
