0,0.00570,0.710
1,0.00489,0.738
2,0.00466,0.747
3,0.00450,0.757
4,0.00437,0.764
5,0.00426,0.770
6,0.00416,0.776
7,0.00408,0.780
8,0.00400,0.785
9,0.00392,0.789
10,0.00385,0.793
11,0.00379,0.797
12,0.00372,0.801
13,0.00367,0.805
14,0.00361,0.808
15,0.00356,0.812
16,0.00350,0.815
17,0.00345,0.818
18,0.00341,0.821
19,0.00336,0.824
20,0.00332,0.826
21,0.00327,0.829
22,0.00324,0.831
23,0.00320,0.834
24,0.00316,0.836
25,0.00313,0.838
26,0.00309,0.840
27,0.00306,0.842
28,0.00303,0.844
29,0.00300,0.846
30,0.00297,0.848
31,0.00294,0.849
32,0.00291,0.851
33,0.00288,0.853
34,0.00286,0.854
35,0.00283,0.856
36,0.00280,0.857
37,0.00278,0.859
38,0.00276,0.860
39,0.00274,0.861
40,0.00272,0.862
41,0.00270,0.863
42,0.00268,0.864
43,0.00266,0.866
44,0.00263,0.867
45,0.00262,0.868
46,0.00260,0.868
47,0.00259,0.870
48,0.00257,0.871
49,0.00255,0.872
50,0.00253,0.873
51,0.00253,0.873
52,0.00251,0.874
53,0.00249,0.876
54,0.00247,0.876
55,0.00247,0.877
56,0.00245,0.878
57,0.00243,0.879
58,0.00242,0.879
59,0.00241,0.880
60,0.00239,0.881
61,0.00238,0.882
62,0.00237,0.882
63,0.00236,0.883
64,0.00234,0.883
65,0.00233,0.884
66,0.00232,0.885
67,0.00230,0.886
68,0.00230,0.886
69,0.00228,0.887
70,0.00228,0.887
71,0.00227,0.888
72,0.00226,0.888
73,0.00224,0.890
74,0.00224,0.889
75,0.00222,0.890
76,0.00222,0.891
77,0.00221,0.891
78,0.00220,0.892
79,0.00218,0.893
80,0.00218,0.893
81,0.00216,0.893
82,0.00215,0.894
83,0.00214,0.895
84,0.00213,0.895
85,0.00213,0.895
86,0.00212,0.896
87,0.00211,0.896
88,0.00210,0.897
89,0.00209,0.898
90,0.00208,0.898
91,0.00208,0.898
92,0.00207,0.899
93,0.00206,0.899
94,0.00206,0.900
95,0.00204,0.900
96,0.00203,0.900
97,0.00203,0.901
98,0.00203,0.901
99,0.00202,0.901
