0,0.00171,0.950
1,0.00041,0.979
2,0.00033,0.983
3,0.00028,0.987
4,0.00025,0.988
5,0.00022,0.990
6,0.00019,0.991
7,0.00018,0.991
8,0.00018,0.991
9,0.00017,0.992
10,0.00015,0.993
11,0.00014,0.993
12,0.00017,0.993
13,0.00016,0.992
14,0.00013,0.994
15,0.00011,0.995
16,0.00010,0.995
17,0.00010,0.995
18,0.00013,0.995
19,0.00010,0.995
20,0.00008,0.996
21,0.00007,0.997
22,0.00008,0.996
23,0.00009,0.996
24,0.00012,0.995
25,0.00008,0.997
26,0.00008,0.997
27,0.00006,0.997
28,0.00005,0.998
29,0.00005,0.998
30,0.00010,0.996
31,0.00006,0.997
32,0.00006,0.998
33,0.00007,0.997
34,0.00007,0.997
35,0.00010,0.996
36,0.00007,0.997
37,0.00004,0.998
38,0.00004,0.998
39,0.00003,0.999
40,0.00003,0.998
41,0.00003,0.999
42,0.00003,0.999
43,0.00002,0.999
44,0.00002,0.999
45,0.00002,0.999
46,0.00002,0.999
47,0.00002,0.999
48,0.00002,0.999
49,0.00010,0.996
50,0.00006,0.997
51,0.00003,0.998
52,0.00003,0.999
53,0.00002,0.999
54,0.00002,0.999
55,0.00002,0.999
56,0.00009,0.997
57,0.00007,0.997
58,0.00003,0.998
59,0.00003,0.999
60,0.00003,0.999
61,0.00003,0.999
62,0.00002,0.999
63,0.00002,0.999
64,0.00002,0.999
65,0.00001,0.999
66,0.00001,0.999
67,0.00001,0.999
68,0.00001,0.999
69,0.00001,0.999
70,0.00001,0.999
71,0.00001,0.999
72,0.00001,0.999
73,0.00001,0.999
74,0.00001,0.999
75,0.00001,1.000
76,0.00001,1.000
77,0.00001,1.000
78,0.00001,1.000
79,0.00001,1.000
80,0.00001,1.000
81,0.00016,0.996
82,0.00004,0.998
83,0.00002,0.999
84,0.00004,0.999
85,0.00002,0.999
86,0.00001,0.999
87,0.00001,0.999
88,0.00001,1.000
89,0.00001,1.000
90,0.00001,0.999
91,0.00002,0.999
92,0.00002,0.999
93,0.00011,0.997
94,0.00008,0.997
95,0.00004,0.998
96,0.00002,0.999
97,0.00001,0.999
98,0.00001,1.000
99,0.00001,0.999
